content
"일단 배송은 느립니다. 설치처에서 제품은 도착했는데, 싱크대 연결 부품이 늦게 온다며 지연 되었었는데, 다행히 다른 후기에 적으신분들 보다는 빨리 받았습니다. <br>제품 설명에 주문톡, 확약톡, 전일톡, 통문톡으로 배송 2~3일전부터 지속 연락을 해준다고 헀는데, 사실은 아니더군요. 어느날 아침 8:30분에 전화를 주셨는데, 못받았다가 한시간 후쯤 전화를 드렸더니 이제 밤 10시이후에나 설치를 할 수 있다고 하시더군요. 설치 시 소음이 있을 수 있어 어렵겠다고 하니 그럼 다음날 아침에 전화 잘 받으라 하시더군요. <br>그래서 다음날 아침에 전화 잘 받았습니다. 엄청 바쁘신가봐요. 이해합니다. 오후 2시에만 된다고 하시더군요. 선약이 있어 다른 시간을 부탁드렸는데, 안된다 하시네요. 급하게 선약을 취소하고 기사님을 기다렸습니다. 1시에 오셨어요. 약속은 괜히 취소헀네요. 허허. <br>그렇게 설치를 마쳤고, 제품은 세탁기정도의 소음을 냅니다. 사실 좀 시끄럽습니다. 1시간 40분동안...  6인용인데 생각보다 제품이 커서 놀랐고, 생각보다 적게 들어가서 더 놀랐습니다. 그런데 세척기가 원래 이런가 봅니다. 어떤 사용후기를 읽어보니 SK쓰시던분이 LG가 훨씬 넓다고 좋다고 하시더군요. <br>처음 사용하다보니.., 애벌설겆이를 해서 넣어주고 1시간 40분을 소음에 시달리다보니.., 그냥 빨리 씻어버리는게 더 낫지 않나 생각하고 있습니다. <br>부디 사용하면서 점점 더 좋아지기를 기대해보고있습니다."
배송 진짜 느려요이 부분 미리 사전에 공지를 하주셨으면 좋겠어요아니면 배송 느린 부분 생산량을 늘리서라도 개선이 되었으면 좋겠습니다.그리고 제품 언제오나고 물어？f는데설치 기사님에게 책임전가 하지 마시고 직접적인 관리자가 책임있게 연락주셨으면 좋겠습니다. 설거지는 기본적인건 잘 되지만.. 세밀한 설거지는 잘 안되는 것 같아요. 대충 초벌했음에도 고추가루나 밥알자국같은 그런 세밀한 설거진 어려운것 같아요 그래도 그런데로 만족하며 쓰고 있어요
2주정도 기다려서 받았습디다<br>타공해야한다고했는데 타공안하고 싱크대 세제통으로 작업했습니다<br>정수기 기사님은 마감까지 깔끔하게 일처리 다 해주셨는데 이번 기사님은 그냥 정말 딱 설치만 해주시고 가셨습니다. 구멍도 개인이 막으라고하고 배관선 작업도 걍 딱 설치만 친절하지않으신건 아니지만 정수기 설치기사님과 비교되어 아쉬었습니다<br>제품은 몇일사용결과 일단 생각보다 식기가 많이들어가고 자동문열림이 안되는것이 아쉽지만 세척은 깔끔하게 되는거 같습니다
"배송도 시간이 걸리지만 판매자와 실제배송은 확인이 정확하게 이루어지지 않고, 설치기사도 너무 성의없이 하고 갔다고 집에서 말하더라구요.. 아무리 인터넷 구매라 어느정도 감안하긴 했지만 좀 개운하지 않은 그런 기분이네요.. 그리고 식기세척기가 깨끗하고 사용하긴 편하긴 하지만 시간이 좀 지나치게 오래 걸리는것도 좀... 세척해서 건조기능은 좋은거 같아요.."
기존00매직 6인용 7년 쓰다 고장나서 이제품으로 바꿨습니다.한마디로 선택을 잘못..후회합니다.세척력..물날개가 약하게 돌고살균..00매직은 표준으로 해도 설거지 끝나면 그릇 꺼낼때 그릇이 뜨거워서 못 꺼내는데엘지꺼는 <em>건조도 잘 안되어서</em> 설거지 끝나도 <em>물이 뚝뚝 떨어집니다</em>.하여 고온 살균을 추가했는데도 물방울 막 떨어지고살균도  고온이 아니네요.그냥 미지근..00매직은 1시간이내로 해도 건조 확실한데..엘지는 1시간39분 고온 살균해도 <em>완전건조 안됩니다</em>.그리고 세척중 정지후 문을 열어보니 물양이 너무 적어요.이물로 설거지가 과연 될것인지 ㅜㅜ세척기 돌리면서 이런 찝찝한 기분 처음이네요.설치한거라 반품도 안되고 ㅠㅠ그냥 쓰던거 00매직꺼 다시 쓸걸그랬네요.<em>디자인만 엘지꺼가 깔끔한</em>거 외엔 모두 마이너스입니다.
상품배송이 너무느리고 3주만에 받았어요  설치기사님도 바쁘신지 대충설치하고 갔어요.  싱크대  상판구멍내고  청소는 안하고 그냥 가더군요. 선 정리도 대충  대충하고lg식기세척기는  아직까지  잘 작동합니다.
배송은 3주 이상 걸렸고 설치 기사님은 친절하게 잘 설치해 주셨고 사용 전이라 기대하고 있는 상황입니다.
"솔직한후기1.장점   외부가 깔끔(s모 회사 제품과 비교)   마무리까지 완벽함2.단점    내부가 복잡 (s모 회사 제품과 비교)    내부 가 1층과2층 사이,1층 낮음    세척시간이 너무긴것 3. 결과      어쩔수 없이 5년?정도 사용"
"부피 큰 것, 수저, 씻기 귀찮은 조리도구, 소쿠리등 넣어서 가끔 이용합니다."
오래 걸려서  짜증 났습니디..<br>쓰는건 너무 좋아여..^^..
잘 넣어야겠네요
배송이 너무 늦었습니다. 주문이 밀려서 그렇다고는 하나 주문한지 한달넘게 연락 없다가 일요일 아침에 당일 배송한다고 연락이오더라구요. <br>설치 기사님은 친절하셨고 설겆이 성능은 아직 잘 모르겠습니다
설치기사님이 미숙해 보이셨어요
음식물 건더기들이 잘 안닦이네요
9월4일 주문하고 10월6일 설치 받았네요.<br>배송일 조회도 안되고 무조건 기다리라고만 해서 답답했네요.ㅜㅜ
오래걸리고 받았습니다 아직 세제가 없어서 사용은 못했어요 전세라 구멍 뚫기도그랬는데 다행이 구멍안뚫고 설치했네용
직구보다 넘느려 3월21주문. 4월11일배송
배송너무늦어서짜증났어요<br>전용세제 따로사야해요<br>가루세제 미리사놓으서야함<br>작은냄비도들어가요
배송이 너무 늦어서 별로네요. 제품은 만족합니다 <br>배송를 더 빨리하면 좋을듯 .일주일이내로요
물비린내가 엄청 심해요  세척시간이2시간 이고물방울이 방울 맺혀있어 물비린내가 나는거 같아요전용 개구리세제 바꾸고 일주일 지나고 물비린내가서서히 줄어드네요  그릇놓는 높이가 낮아 국그릇이 엎어져 있어요  외관이  깔끔해서 바꿨는데 타사 세척기가 편합니다ㅠㅠ
1. 생각보다 내용물이 많이 안 들어가요.<br>2. 냄비는 세척이 제대로 안되네요<br>3. 소음이 크고 시간이 오래걸림<br>4. 건조 후 식기는 다 마르나 제품 바닥은 물끼가 남아있어 문 열어둬야하네요
설치까지 3주 2일 걸렸네요.<br>오래걸려서 <em>화가 남</em>.... 왜 늦는건지<br>판매자는 왜 도착일도 정확히 모르는지<br><em>제품은 괜찮은것 같아요</em>
"배송이 느려도 너무 느려서 <em>완전 짜증났던</em> 것은 둘째고 판매자의 태도에 더 <em>화가 났어요</em>. 문자 두번 받았네요.  배송이 온다고 해놓고 연락두절은 말할 것도 없고 식기세척기놓는다고 치우고 기다린 약속날짜만 두번.... 배송기사는 오지 않더군요. 기다리다 기다리다 전화했더니 판매자 측 잘못이 아니라 LG전자 측 잘못이라고... 배관이 없어서 그렇다나 뭐라나...그럼 전화해서 배송이 안될 것이라 이야기를 해 주던지.. 그런 전화는 한통없이 기다리다 지쳐서 전화하면 어이없는 핑계만 늘어놓더군요. 폭설때문? 이라고 , 언제는 배관이라더니... 그로 부터 또 이틀을 기다려서 온다던 날짜에 기다리고 있었는데 또 연락없이 설치기사는 안오고 판매자도 LG도 연락 없음....  판매자에게 전화했더니 오히려 제게 짜증을 내더군요. 자꾸 전화와서 자기네도 죽겠다고... <em><em>어이상실</em></em>..  그럼 판매는 왜 합니까? 최소한의 고객 서비스도 안할 거면... 그로 부터 열흘정도 지났나...  설치를 받았습니다.  설치 받고 나서 하루 정도 지났을 때부터 미수령신고 한 것 때문에 전화와 문자가 빗발치더군요.  일하느라 바빠서 미수령신고취소를 못했더니 문자에 전화에.... 어이상실... 직업도 없는 사람인줄 아시나. 한가하게 컴퓨터 앞에서 있는 사람이어야 했던 겁니까?  설치도 못받아 짜증날때 문자 두번 전화한 통하더니 스토커인줄...  오늘도 일하는 중이라 전화를 못 받아 두번째 전화를 받았더니 판매자가 따지네요.. 그게 그리 어렵습니까? 미수령신고취소하는게? 안해줄 거냐고 화를 내내요. 저도 화냈습니다. <em>어이가 없어서</em>.  큐스퀘어 잊지 않겠습니다."
1달이상 2달생각해야합니다오늘 설치받았습니다설치기사는 엘지기사님이 오셔서 잘 설치해주시긴하는데...배송문제빼면 추천함
배송이 굉장히 느립니다. 집에 설치하시는 분 참고하시구요. 
"고무줄 가격 장바구니에 담아두고 결재하려 열어보니, 20만원이 올라있는 ㅎㄷㄷ한 고무줄 가격... "
편하고 좋아요 더 써봐야 알듯해요 아직까진 확~~~그런건... 그러나 편해졌어요
배송에 시간이 좀 걸렷으나 잘 받고 설치하엿습니다
"4/26일 구매하여 5/8일 설치했습니다. 제품이야 다 비슷하겠지만, 설치까지 느린 감이 있어요. 판매자는 전화통화 안되고 문자로만 상담가능합니다. 에누리 검색으로 들어오면 옥션 게시가 보다 저렴해서 90정도에 구매했어요."
제품은 정말 좋습니다. 조용하고 빌트인 어울리고<br>단점은 배송이 오래 걸리고(거짐 3주) 연락 오기전에는 연락도 안되고 (판매자 전화걸면 그냥 끊어짐)<br>싱크대 공사비 15만원 추가됩니다.
린스가 있어야 얼룩없이 건조됩니다. 설치가 힘들었어서 긴 후기 남기고 싶지 않네요. 싱크대를 뜯었다가 붙였다가 휴-  사용은 잘 하고 있습니다. <br>세제 보내주세요
qecqweucq9wiec
qwecaeuycqwieqwe
싱크대에 딱  맞아서 보기에도 좋습니다
"9월 20일 주문하고 오늘 10월 5일 설치 되었습니다 <br>보름이상 걸리네요 느긋한분은 추천 합니다 <br>하지만 빠른배송, 로켓배송, 새벽배송따윈 생각하면안됩니다 <br>취소할까했지만 부모님이 만류해서 기다렸습니다 <br><br>또 전화도 안받습니다 <br>대표번호 전화하면 연결안된다 하고 화나서 엘지전자 공식몰에 전화 해서 번호 알아온다음 전화해도 안받고 <br><br>결국 잡코리아에 기업정보 확인란에 번호가 틀려서 혹시나하고 전화했는데 연결되더군요 <br><br>참나 ,,,,, 엘지는 oled나 다른 가전사업 열심히 개발하고 디자인에 힘쓰지말고 이런 협력사 하루빨리 정리하세요 <br><br>무슨생각으로 이런협력사(연락두절에 배송 15일 이상)와 일을하나요?<br><br>기업브랜드 이미지 쌓아올릴 비용과 인력으로 기본적인 관리하세요 <br><br><br>별 한개도 아쉽네요"
제품은 좋았지만 구매확정에 한달걸리는것은 해결해야합니다
배송늦음 설치처리불만족
"가성비좋은 타사제품 고려했다가, 트루스팀 특허 믿고 엘지로 갑니다. 배송 한달걸린점이 불만스럽긴 하나, 리폼/설치기사님들 모두 친절하고 정성스러운 작업에 감동받았습니다. 이모님 들였으니 마구마구 써줘야겠습니다. 아기꺼 스팀세척도 가능해서, 자기전에 돌려두면 딱일듯합니다. 식세기가 있으니 애벌용 스텐볼이 필요하겠네요."
와이프의 가사시간이 줄어드니 집안이 화목해 집니다.<br>배송열흘걸렸는데 비교적 괜찮구요. 설치기사님 친절하셨습니다. 다만 식세기 문에 좀 약간의 눌림? 재질상 그런게 보여서 차후에 문짝만 교체해주신다는 답변 받았습니다. 너무 편하고 좋으네요. 종료시간 전면에 표시되는 신제품이라 더 좋습니다.
배송은 2주넘게 걸렸어요<br><br><em>오래기다린 만큼 너무 만족해요</em><br><br>설치기사님이 오셔서 설치까지 두시간정도 걸렸구요<br><br>설치후 바로 <em>작동해서 사용결과 너무 만족스럽습니다</em><br><br>배송도 빠르게 설치되었더라면 너무 아쉬어요~<br><br>설치하고 보니 <em>반짝반짝 하게 깔끔하게 이뿌네요</em>~<em>잘쓰겠습니다</em>
친정에서 조리하느라 친정엄마 수고를 조금 덜어드릴려고<br>주문했구요<br>배송은 지정배송일보다 좀많이 느렸어요<br>그렇지만  식세기 성능과 엘지기사님은 좋으셨어요<br>생각보다 기름기도 잘 지워지고 왠만한 사람손보단 나은듯 해요~♡
다른분들 말처럼 미리 장공사 해놓고 시멘트 바닥상태로 이주가 넘게 시간을 보냄..저번주 토욜에 온다더니 그담주 토욜에 와서 기다리는동안 환장하는줄 배송 진짜 늦네요 <br> 근데 달고나니 너무 좋긴해여 ㅋㅋ사파이어인줄 알았는데 ㅠㅠ착각하고 샀나봐여 암튼 잘쓸게여
고심끝에 주문했는데  배송설치까지는 20일쯤 걸린듯  지금 첨이라 무조건 표준으로  사용중. 엄청 깨끗하게 됨.    코렐 공기의  찌든 때도 깨끗하게 되서 다시 안사도 될 듯.   암튼  만족합니다. 린스랑 소금은 사용 안하고 있.음
"엘지, sk매직 터치온, 스메그 중에서 정말 고민 많이 했습니다.sk매직 터치온 제품은 전시 매장을 찾을 수 가 없어서 실물을 볼 수 가 없었습니다.실물을 요리조리 봤으면 했는데 그럴 수 가 없어서 패스 했습니다.<em>스메그 는 디자인이 정말 이쁜데 </em>가격이 사악해서 끝까지 고민을 했습니다.돈 만 있으면 스메그 샀을 거에요.본 엘지 제품은 올해 새로 출시 된 모델이고 스메그 보단 상대적으로 싸고성능에는 믿음이 가서 선택하게 되었습니다.디자인은 그닥...,<em>메탈 재질도 이젠 지겨움</em>.저희는 다행히 규격장이라 업체 부르지 않고 제가 직접 설치 공간 작업 했습니다.여기 저기 고정 나사들 잘 찾아서 풀고, 싱크장 끄집어 내고, 걸레받이는 톱으로 자르고, 상단 c찬넬은 쇠톱으로 잘라서 설치 공간 마련해 놓고 설치 받았습니다."
<em>너무 좋아요</em>^^ 전에 설치되어있던 식기세척기가 고장나서 <br>밀레꺼 고민하다가 엘지 신형 나왔다고 해서 구입했어요^^<br>5월 22일에 주문해서 6월 4일에 설치했어요<br>완전 빌트인 제품이 아니라 걸레받이 부분이 나오지만 그래도  아직 <em>큰 불편은 없네요</em><br>지금까지 몇번 <em>사용해보니 넘 좋아요</em><br>그릇도 잘 닦이고 자동 문열림이라 건조도 잘되는 편이고 소음도 별로 니껴지질 않네요^^
원래 샘플 세제를 주는걸로 알고있는데 없네요.아직 써보지 않아서 잘 모르겠지만 디자인은 깔끔한것 같아요
배송은  2주만에 왔지만 식기세척기는 예쁘고 맘에듭니다 ㅎㅎ
규격장 공사는 빨리 해줬는데 배송이 3주 넘게 걸렸네요<br><br>제품은 마음에들어요
"모두들 식세기 주문하시고는 많이 기다리실테니 그 기대에 부응하는 배송 속도가 아니라서 만족도는 좀 아래로 체크 했지만 물건 만족도와 설치 만족도, 가격 만족도는 높습니다."
선물이었고잘 쓰길 바라네요.문의에 대한 응대는 친절했네요.
좋아요 만족하며사용중입니다
한달전 구매했을때보다 기사님이 불친절하고 린스도 주지 않음
"생각보다 불편하고 그릇 배열이 쉽지 않넹ㆍ. 건강상의 이유로 구입했는데,12인용은 커녕 3식구 하루 그릇 넣으면 적당한 정도인데,기준이 뭔지 정말 궁금합니다."
잘쓰겠습니다좋네요
설치및 성능은 정말 만족합니다 그런데 상품받을때까지 이주일조금 더걸렸네요
4일구매신청후 18일에 받았어요~사전방문 신청안했는데 18일  오전에 전화와서 사전방문한다는둥~~그냥 기본설치라고했더니 11시쯤 와서 설치해줬네요~~~성능좋아요~^^
그럭저럭 나쁘지 않은 선택이라고 봅니다. 아직은 ㅎ. 식기세척기 장 짤  때 22만원 드네요(부가세 포함). 참조하세요
배송빠르고 가격도 할인해서 싸게샀어요
잘 사용하고있습니다
15년전 식기 세척기는 그릇을  보관하는 수납장이었는데 이번 lg제품은 어떨지 또 한번 도전합니다... 물론 그때와는 기능적 차이나 여러차이가 있어 구입하는거지만요~
식기세척기 있으니까<br>편하긴 하네요.
드디어 식기세척기 설치 되었네요<em>디자인도 예쁘고 </em><em>세척도 잘되고 너무너무 좋아요</em>
설치기사님이 미리 연락주시...<br>좋아요 배송은 오래걸렸어요.<br>설치기사님이 미리 연락주시고 친절히 설치해주셨어요.<br>색상도 이쁘고 너무좋아요<br>스팀기능에 자동문열림기능까지 있어 굿입니다
표준으로 설정하고 자동문열림 기능을 해제 하니 1시간 50분으로 설정이 되고 표준에 자동문열림을 설정 할 경우 55분이긴 하나 건조 기능이 빠지게 되네요...어떤게 더 나은지는 계속 사용해 봐야 할거 같습니다.번창하세요~
제품은 좋네요~<br>설치비10만원외에 양념장옮겨서 5만원추가했어요
판매점은 친절합니다.<br>배송이 보름넘게 소요되네요.<br>판매점은 친절합니다.
왜 설치를 안해 주시는거죠???<br><br>배송은 4일에 되었으나 6일 현재까지 설치를 왜 안해 주시는지 넘넘 답답합니다~~~<br>빠른 설치를 부탁드려요~~~
설거지가 90%가 줄어드네요 표준모드로 돌려도 세척은 탁월하네요~그래도 처음에 적응 하는데 시간이 좀 필요 할 듯합니다. 테트리스를 잘해야..
